"site";"species";"longitude";"latitude";"count";"sla";"n_mass";"wood_dens"
"PA_10780520010661";"populus_tremuloides";-76,4719;40,77786;3;15,06332626125;2,027468662;0,35
"PA_222095222010661";"populus_tremuloides";-78,93321;40,85404;7;15,06332626125;2,027468662;0,35
"PA_10773647010661";"populus_tremuloides";-80,16645;41,36117;1;15,06332626125;2,027468662;0,35
"PA_58205014010538";"populus_tremuloides";-75,95498;41,56603;1;15,06332626125;2,027468662;0,35
"PA_68329852010538";"populus_tremuloides";-76,84898;40,08674;1;15,06332626125;2,027468662;0,35
"PA_10760732010661";"populus_tremuloides";-75,86075;41,36119;1;15,06332626125;2,027468662;0,35
"PA_10773782010661";"populus_tremuloides";-80,44424;41,27783;2;15,06332626125;2,027468662;0,35
"PA_10760652010661";"populus_tremuloides";-76,08298;41,19453;6;15,06332626125;2,027468662;0,35
"PA_10760166010661";"populus_tremuloides";-76,08299;40,91675;7;15,06332626125;2,027468662;0,35
"PA_58577054010538";"populus_tremuloides";-77,726201;41,864309;1;15,06332626125;2,027468662;0,35
"PA_222095384010661";"populus_tremuloides";-78,13664;41,65312;21;15,06332626125;2,027468662;0,35
"PA_10788453010661";"populus_tremuloides";-77,66638;41,8334;20;15,06332626125;2,027468662;0,35
"PA_76872593010538";"populus_tremuloides";-78,20135;41,95774;1;15,06332626125;2,027468662;0,35
"PA_10776606010661";"populus_tremuloides";-75,24963;41,19453;1;15,06332626125;2,027468662;0,35
"PA_10708420010661";"populus_tremuloides";-77,47194;40,91673;1;15,06332626125;2,027468662;0,35
"PA_58183276010538";"populus_tremuloides";-80,0699;41,33376;2;15,06332626125;2,027468662;0,35
"PA_10710981010661";"populus_tremuloides";-79,27754;41,05562;1;15,06332626125;2,027468662;0,35
"PA_10773894010661";"populus_tremuloides";-80,16645;41,38894;1;15,06332626125;2,027468662;0,35
"PA_58205961010538";"populus_tremuloides";-76,84898;40,08674;1;15,06332626125;2,027468662;0,35
"PA_222094898010661";"populus_tremuloides";-80,01058;41,30409;1;15,06332626125;2,027468662;0,35
"PA_222095318010661";"populus_tremuloides";-78,44173;40,81778;2;15,06332626125;2,027468662;0,35
"PA_222094854010661";"populus_tremuloides";-80,16224;41,48807;4;15,06332626125;2,027468662;0,35
"PA_10761726010661";"populus_tremuloides";-76,16632;41,00008;1;15,06332626125;2,027468662;0,35
"PA_168997164010661";"populus_tremuloides";-75,95498;41,56603;1;15,06332626125;2,027468662;0,35
"PA_10753005010661";"populus_tremuloides";-78,80531;41,16673;1;15,06332626125;2,027468662;0,35
"PA_222095104010661";"populus_tremuloides";-79,44732;41,16681;3;15,06332626125;2,027468662;0,35
"PA_222094696010661";"populus_tremuloides";-78,76729;41,15396;4;15,06332626125;2,027468662;0,35
"PA_222095184010661";"populus_tremuloides";-78,45829;41,95071;1;15,06332626125;2,027468662;0,35
"PA_247104349010661";"populus_tremuloides";-79,60187;41,76262;1;15,06332626125;2,027468662;0,35
"PA_145019625010661";"populus_tremuloides";-75,287244;41,566859;2;15,06332626125;2,027468662;0,35
"PA_222094804010661";"populus_tremuloides";-80,44647;41,52048;1;15,06332626125;2,027468662;0,35
"PA_222095324010661";"populus_tremuloides";-78,35315;40,93537;1;15,06332626125;2,027468662;0,35
"PA_222094712010661";"populus_tremuloides";-76,6417;40,94814;9;15,06332626125;2,027468662;0,35
"PA_58186273010538";"populus_tremuloides";-76,61303;40,77218;1;15,06332626125;2,027468662;0,35
"PA_247104619010661";"populus_tremuloides";-78,48613;40,71755;15;15,06332626125;2,027468662;0,35
"PA_145019889010661";"populus_tremuloides";-76,273477;41,706851;1;15,06332626125;2,027468662;0,35
"PA_10711399010661";"populus_tremuloides";-79,3331;41,0834;1;15,06332626125;2,027468662;0,35
"PA_10772753010661";"populus_tremuloides";-78,80531;41,69451;1;15,06332626125;2,027468662;0,35
"PA_10737644010661";"populus_tremuloides";-79,16643;41,41673;2;15,06332626125;2,027468662;0,35
"PA_222095488010661";"populus_tremuloides";-78,11055;40,49597;1;15,06332626125;2,027468662;0,35
"PA_222095128010661";"populus_tremuloides";-79,50242;40,09794;1;15,06332626125;2,027468662;0,35
"PA_76884059010538";"populus_tremuloides";-79,51508;41,96919;7;15,06332626125;2,027468662;0,35
"PA_145019645010661";"populus_tremuloides";-75,567185;41,117392;1;15,06332626125;2,027468662;0,35
"PA_10772803010661";"populus_tremuloides";-78,83309;41,69451;1;15,06332626125;2,027468662;0,35
"PA_222095172010661";"populus_tremuloides";-79,33469;40,7101;10;15,06332626125;2,027468662;0,35
"PA_113493845010661";"quercus_macrocarpa";-78,442684;40,424428;2;11,017003685;2,3022627345;0,58
"PA_58377994010538";"quercus_macrocarpa";-78,442684;40,424428;3;11,017003685;2,3022627345;0,58
